징수년,징수시도,징수시군구,징수분류,징수금액
2015,강원도,양구군,지방소득세,129281
2015,강원도,인제군,지방소득세,280635
2015,강원도,고성군,지방소득세,380085
2015,강원도,양양군,지방소득세,367698
2016,강원도,춘천시,취득세,95662326
2016,강원도,원주시,취득세,139314031
2016,강원도,강릉시,취득세,62941823
2016,강원도,동해시,취득세,24748049
2016,강원도,태백시,취득세,9276734
2016,강원도,속초시,취득세,32939272
2016,강원도,삼척시,취득세,29712685
2016,강원도,홍천군,취득세,28875286
2016,강원도,횡성군,취득세,17066495
2016,강원도,영월군,취득세,10095881
2016,강원도,평창군,취득세,32524581
2016,강원도,정선군,취득세,9435148
2016,강원도,철원군,취득세,10092336
2016,강원도,화천군,취득세,4691528
2016,강원도,양구군,취득세,4302142
2016,강원도,인제군,취득세,5926208
2016,강원도,고성군,취득세,7660201
2016,강원도,양양군,취득세,10686002
2016,강원도,춘천시,주민세,4753584
2016,강원도,원주시,주민세,8446951
2016,강원도,강릉시,주민세,3968850
2016,강원도,동해시,주민세,2357528
2016,강원도,태백시,주민세,742069
2016,강원도,속초시,주민세,1359299
2016,강원도,삼척시,주민세,2470862
2016,강원도,홍천군,주민세,41027218
2016,강원도,횡성군,주민세,30633737
2016,강원도,영월군,주민세,16460905
2016,강원도,평창군,주민세,30497612
2016,강원도,정선군,주민세,43106037
2016,강원도,철원군,주민세,18681566
2016,강원도,화천군,주민세,11279924
2016,강원도,양구군,주민세,8581316
2016,강원도,인제군,주민세,14842933
2016,강원도,고성군,주민세,13764341
2016,강원도,양양군,주민세,15157265
2016,강원도,춘천시,지방소득세,37885836
2016,강원도,원주시,지방소득세,47108512
2016,강원도,강릉시,지방소득세,35164425
2016,강원도,동해시,지방소득세,11306878
2016,강원도,태백시,지방소득세,5593839
2016,강원도,속초시,지방소득세,9306745
2016,강원도,삼척시,지방소득세,11227174
2016,강원도,홍천군,지방소득세,1515460
2016,강원도,횡성군,지방소득세,1151129
2016,강원도,영월군,지방소득세,819535
2016,강원도,평창군,지방소득세,1167847
2016,강원도,정선군,지방소득세,1986211
2016,강원도,철원군,지방소득세,450691
2016,강원도,화천군,지방소득세,201686
2016,강원도,양구군,지방소득세,194067
2016,강원도,인제군,지방소득세,412561
2016,강원도,고성군,지방소득세,433719
2016,강원도,양양군,지방소득세,464883
