발생년,발생년월일시,주야,요일,사망자수,사상자수,발생지시도,발생지시군구
2014,2014110123,야간,토,1,2,광주,북구
2014,2014102905,야간,수,1,1,전북,익산시
2014,2014041521,야간,화,1,2,경남,거제시
2014,2014072202,야간,화,1,1,부산,동래구
2014,2014072121,야간,월,1,1,경남,함안군
2014,2014041019,야간,목,1,2,충북,옥천군
2014,2014040617,주간,일,1,1,충남,서산시
2014,2014040816,주간,화,1,1,전북,전주시
2014,2014011407,주간,화,1,1,충남,서산시
2014,2014072115,주간,월,1,1,대구,동구
2014,2014041115,주간,금,1,1,경남,창원시(통합)
2014,2014110610,주간,목,1,1,경기,성남시
2014,2014012803,야간,화,1,1,서울,동대문구
2014,2014072017,주간,일,1,1,충북,청주시
2014,2014042419,야간,목,1,1,경기,수원시
2014,2014111318,야간,목,1,1,인천,동구
2014,2014110904,야간,일,1,2,부산,진구
2014,2014022417,주간,월,1,1,충남,천안시
2014,2014071810,주간,금,1,2,경기,화성시
2014,2014121918,야간,금,1,2,경남,김해시
2014,2014063011,주간,월,1,1,경남,합천군
2014,2014091413,주간,일,1,1,충북,청주시
2014,2014033107,주간,월,1,1,경북,칠곡군
2014,2014081112,주간,월,1,2,경북,경주시
2014,2014120201,야간,화,1,8,충북,청주시
2014,2014030803,야간,토,1,2,광주,북구
2014,2014041214,주간,토,1,1,경남,창원시(통합)
2014,2014040406,주간,금,1,3,부산,동구
2014,2014040720,야간,월,1,1,충남,태안군
2014,2014101422,야간,화,1,1,충북,영동군
2014,2014092119,야간,일,1,1,전남,순천시
2014,2014012214,주간,수,1,1,전북,군산시
2014,2014022416,주간,월,1,1,충북,청원군
2014,2014011216,주간,일,1,1,강원,횡성군
2014,2014012606,주간,일,1,1,대전,중구
2014,2014052109,주간,수,1,1,경기,남양주시
2014,2014052814,주간,수,1,1,경남,창원시(통합)
2014,2014080203,야간,토,1,2,울산,울주군
2014,2014052720,야간,화,1,2,전북,전주시
2014,2014040619,야간,일,1,1,서울,동작구
2014,2014050420,야간,일,1,1,전북,익산시
2014,2014050207,주간,금,1,1,경기,안양시
2014,2014031807,주간,화,1,4,경남,하동군
2014,2014111909,주간,수,1,1,광주,북구
2014,2014100814,주간,수,1,1,경북,칠곡군
2014,2014092001,야간,토,1,1,경기,수원시
2014,2014012613,주간,일,1,1,제주,서귀포시
2014,2014052402,야간,토,1,5,경북,구미시
2014,2014100309,주간,금,1,1,경북,문경시
2014,2014032519,야간,화,1,1,경북,김천시
2014,2014040322,야간,목,1,1,대구,달성군
2014,2014033118,야간,월,1,1,울산,남구
2014,2014040110,주간,화,1,2,경기,고양시
