행정구역별,연도별,연령별,총인구,총인구_남자,총인구_여자,내국인_남자,내국인_여자,총인구_외국인,외국인_남자,외국인_여자,외국인비율
경기 용인,2016,평균연령,38.2,37.3,39.1,37.4,39.1,-0.1,-0.1,0,-0.0026
경기 용인,2016,중위연령,39.1,38.4,39.8,38.5,39.8,-0.1,-0.1,0,-0.0026
경기 파주,2016,합계,423957,216785,207172,207688,202887,13382,9097,4285,0.0316
경기 파주,2016,0~4세,22873,11664,11209,11603,11155,115,61,54,0.005
경기 파주,2016,5~9세,24399,12479,11920,12435,11878,86,44,42,0.0035
경기 파주,2016,10~14세,22132,11459,10673,11432,10650,50,27,23,0.0023
경기 파주,2016,15~19세,24990,12705,12285,12655,12249,86,50,36,0.0034
경기 파주,2016,20~24세,25246,13398,11848,12121,11518,1607,1277,330,0.0637
경기 파주,2016,25~29세,27711,15462,12249,13611,11529,2571,1851,720,0.0928
경기 파주,2016,30~34세,32820,18423,14397,16671,13725,2424,1752,672,0.0739
경기 파주,2016,35~39세,36599,19104,17495,17766,16985,1848,1338,510,0.0505
경기 파주,2016,40~44세,38043,19566,18477,18676,18046,1321,890,431,0.0347
경기 파주,2016,45~49세,37671,19879,17792,19172,17335,1164,707,457,0.0309
경기 파주,2016,50~54세,31576,16662,14914,16181,14530,865,481,384,0.0274
경기 파주,2016,55~59세,29031,14774,14257,14498,14012,521,276,245,0.0179
경기 파주,2016,60~64세,20361,9960,10401,9757,10212,392,203,189,0.0193
경기 파주,2016,65~69세,14725,6818,7907,6734,7818,173,84,89,0.0117
경기 파주,2016,70~74세,13344,5910,7434,5890,7394,60,20,40,0.0045
경기 파주,2016,75~79세,11252,4703,6549,4684,6515,53,19,34,0.0047
경기 파주,2016,80~84세,6732,2549,4183,2539,4165,28,10,18,0.0042
경기 파주,2016,85세이상,4452,1270,3182,1263,3171,18,7,11,0.004
경기 파주,2016,85~89세,3137,943,2194,938,2187,12,5,7,0.0038
경기 파주,2016,90~94세,1040,257,783,256,779,5,1,4,0.0048
경기 파주,2016,95~99세,240,64,176,64,176,0,0,0,0
경기 파주,2016,100세이상,35,6,29,5,29,1,1,0,0.0286
경기 파주,2016,15세미만,69404,35602,33802,35470,33683,251,132,119,0.0036
경기 파주,2016,15~64세,304048,159933,144115,151108,140141,12799,8825,3974,0.0421
경기 파주,2016,65세이상,50505,21250,29255,21110,29063,332,140,192,0.0066
경기 파주,2016,평균연령,38.9,37.9,40,38.1,40,-0.2,-0.2,0,-0.0051
경기 파주,2016,중위연령,39.3,38.2,40.5,38.7,40.5,-0.5,-0.5,0,-0.0127
경기 이천,2016,합계,214766,109731,105035,104728,101758,8280,5003,3277,0.0386
경기 이천,2016,0~4세,10662,5424,5238,5383,5210,69,41,28,0.0065
경기 이천,2016,5~9세,11090,5782,5308,5759,5289,42,23,19,0.0038
경기 이천,2016,10~14세,10795,5623,5172,5607,5162,26,16,10,0.0024
경기 이천,2016,15~19세,14422,7556,6866,7514,6843,65,42,23,0.0045
경기 이천,2016,20~24세,15219,7987,7232,7365,6744,1110,622,488,0.0729
경기 이천,2016,25~29세,15369,8095,7274,6829,6523,2017,1266,751,0.1312
경기 이천,2016,30~34세,16317,8746,7571,7854,7057,1406,892,514,0.0862
경기 이천,2016,35~39세,17327,9021,8306,8410,7987,930,611,319,0.0537
경기 이천,2016,40~44세,17287,8914,8373,8480,8121,686,434,252,0.0397
경기 이천,2016,45~49세,17882,9321,8561,8979,8302,601,342,259,0.0336
경기 이천,2016,50~54세,16290,8576,7714,8286,7456,548,290,258,0.0336
경기 이천,2016,55~59세,16123,8400,7723,8201,7562,360,199,161,0.0223
경기 이천,2016,60~64세,11131,5706,5425,5582,5323,226,124,102,0.0203
경기 이천,2016,65~69세,7346,3565,3781,3494,3722,130,71,59,0.0177
경기 이천,2016,70~74세,6211,2861,3350,2845,3333,33,16,17,0.0053
경기 이천,2016,75~79세,5472,2283,3189,2278,3178,16,5,11,0.0029
경기 이천,2016,80~84세,3530,1271,2259,1266,2256,8,5,3,0.0023
경기 이천,2016,85세이상,2293,600,1693,596,1690,7,4,3,0.0031
경기 이천,2016,85~89세,1590,444,1146,441,1143,6,3,3,0.0038
경기 이천,2016,90~94세,566,129,437,128,437,1,1,0,0.0018
경기 이천,2016,95~99세,123,27,96,27,96,0,0,0,0
경기 이천,2016,100세이상,14,0,14,0,14,0,0,0,0
경기 이천,2016,15세미만,32547,16829,15718,16749,15661,137,80,57,0.0042
경기 이천,2016,15~64세,157367,82322,75045,77500,71918,7949,4822,3127,0.0505
경기 이천,2016,65세이상,24852,10580,14272,10479,14179,194,101,93,0.0078
경기 이천,2016,평균연령,39,38.1,39.9,38.2,40,-0.2,-0.1,-0.1,-0.0051
경기 이천,2016,중위연령,38.9,38,39.7,38.5,40,-0.8,-0.5,-0.3,-0.0206
경기 안성,2016,합계,196362,101737,94625,93341,90127,12894,8396,4498,0.0657
경기 안성,2016,0~4세,8427,4314,4113,4221,4020,186,93,93,0.0221
경기 안성,2016,5~9세,9359,4821,4538,4766,4493,100,55,45,0.0107
경기 안성,2016,10~14세,8686,4556,4130,4535,4099,52,21,31,0.006
경기 안성,2016,15~19세,12673,6473,6200,6374,6114,185,99,86,0.0146
경기 안성,2016,20~24세,14929,8029,6900,7051,6457,1421,978,443,0.0952
경기 안성,2016,25~29세,12322,7158,5164,5517,4450,2355,1641,714,0.1911
경기 안성,2016,30~34세,14286,8126,6160,6422,5495,2369,1704,665,0.1658
경기 안성,2016,35~39세,16200,8885,7315,7680,6818,1702,1205,497,0.1051
경기 안성,2016,40~44세,15776,8548,7228,7731,6813,1232,817,415,0.0781
경기 안성,2016,45~49세,16206,8650,7556,8039,7127,1040,611,429,0.0642
경기 안성,2016,50~54세,14620,7798,6822,7334,6391,895,464,431,0.0612
경기 안성,2016,55~59세,14868,7625,7243,7277,6955,636,348,288,0.0428
경기 안성,2016,60~64세,11128,5610,5518,5394,5320,414,216,198,0.0372
경기 안성,2016,65~69세,7641,3696,3945,3598,3854,189,98,91,0.0247
경기 안성,2016,70~74세,6429,2890,3539,2870,3512,47,20,27,0.0073
경기 안성,2016,75~79세,5980,2476,3504,2457,3477,46,19,27,0.0077
경기 안성,2016,80~84세,4129,1437,2692,1432,2682,15,5,10,0.0036
경기 안성,2016,85세이상,2703,645,2058,643,2050,10,2,8,0.0037
경기 안성,2016,85~89세,1834,451,1383,449,1378,7,2,5,0.0038
경기 안성,2016,90~94세,697,163,534,163,532,2,0,2,0.0029
경기 안성,2016,95~99세,142,27,115,27,115,0,0,0,0
경기 안성,2016,100세이상,30,0,26,0,25,0,0,1,0
경기 안성,2016,15세미만,26472,13691,12781,13522,12612,338,169,169,0.0128
경기 안성,2016,15~64세,143008,76902,66106,68819,61940,12249,8083,4166,0.0857
경기 안성,2016,65세이상,26882,11144,15738,11000,15575,307,144,163,0.0114
경기 안성,2016,평균연령,40.5,39.2,41.9,39.5,42,-0.4,-0.3,-0.1,-0.0099
경기 안성,2016,중위연령,40.4,39.1,42,40.1,42.4,-1.4,-1,-0.4,-0.0347
경기 김포,2016,합계,365770,188970,176800,172130,171614,22026,16840,5186,0.0602
경기 김포,2016,0~4세,21706,11001,10705,10889,10590,227,112,115,0.0105
경기 김포,2016,5~9세,22090,11348,10742,11263,10681,146,85,61,0.0066
경기 김포,2016,10~14세,18707,9603,9104,9564,9069,74,39,35,0.004
경기 김포,2016,15~19세,19033,9872,9161,9792,9101,140,80,60,0.0074
경기 김포,2016,20~24세,19669,11284,8385,9384,8031,2254,1900,354,0.1146
경기 김포,2016,25~29세,21853,12708,9145,8444,8373,5036,4264,772,0.2304
경기 김포,2016,30~34세,28563,15219,13344,11428,12603,4532,3791,741,0.1587
경기 김포,2016,35~39세,36601,19176,17425,16832,16854,2915,2344,571,0.0796
경기 김포,2016,40~44세,34765,18525,16240,17228,15761,1776,1297,479,0.0511
경기 김포,2016,45~49세,31360,16329,15031,15332,14487,1541,997,544,0.0491
경기 김포,2016,50~54세,27350,14293,13057,13469,12532,1349,824,525,0.0493
경기 김포,2016,55~59세,25756,13121,12635,12595,12238,923,526,397,0.0358
경기 김포,2016,60~64세,18868,9157,9711,8777,9433,658,380,278,0.0349
경기 김포,2016,65~69세,13404,6519,6885,6395,6739,270,124,146,0.0201
경기 김포,2016,70~74세,10466,4842,5624,4806,5581,79,36,43,0.0075
경기 김포,2016,75~79세,7797,3362,4435,3341,4398,58,21,37,0.0074
경기 김포,2016,80~84세,4693,1747,2946,1735,2930,28,12,16,0.006
경기 김포,2016,85세이상,3089,864,2225,856,2213,20,8,12,0.0065
경기 김포,2016,85~89세,2174,633,1541,626,1534,14,7,7,0.0064
경기 김포,2016,90~94세,740,184,556,183,551,6,1,5,0.0081
경기 김포,2016,95~99세,157,41,116,41,116,0,0,0,0
경기 김포,2016,100세이상,18,6,12,6,12,0,0,0,0
경기 김포,2016,15세미만,62503,31952,30551,31716,30340,447,236,211,0.0072
경기 김포,2016,15~64세,263818,139684,124134,123281,119413,21124,16403,4721,0.0801
경기 김포,2016,65세이상,39449,17334,22115,17133,21861,455,201,254,0.0115
경기 김포,2016,평균연령,38.6,37.7,39.5,38,39.5,-0.3,-0.3,0,-0.0078
경기 김포,2016,중위연령,39.2,38.4,40.1,39.5,40.2,-1.2,-1.1,-0.1,-0.0306
경기 화성,2016,합계,655350,345293,310057,314323,297770,43257,30970,12287,0.066
경기 화성,2016,0~4세,43247,22165,21082,21926,20859,462,239,223,0.0107
경기 화성,2016,5~9세,45937,23430,22507,23295,22375,267,135,132,0.0058
경기 화성,2016,10~14세,37862,19361,18501,19300,18427,135,61,74,0.0036
경기 화성,2016,15~19세,37357,19030,18327,18884,18202,271,146,125,0.0073
경기 화성,2016,20~24세,35908,20126,15782,16897,14810,4201,3229,972,0.117
경기 화성,2016,25~29세,43094,25055,18039,17746,15929,9419,7309,2110,0.2186
경기 화성,2016,30~34세,60033,32749,27284,25748,25218,9067,7001,2066,0.151
경기 화성,2016,35~39세,73344,39504,33840,34766,32342,6236,4738,1498,0.085
경기 화성,2016,40~44세,66243,35836,30407,33019,29182,4042,2817,1225,0.061
경기 화성,2016,45~49세,56215,30825,25390,28874,24159,3182,1951,1231,0.0566
경기 화성,2016,50~54세,42695,23358,19337,21813,18217,2665,1545,1120,0.0624
경기 화성,2016,55~59세,36599,19152,17447,18259,16793,1547,893,654,0.0423
경기 화성,2016,60~64세,25530,12723,12807,12171,12318,1041,552,489,0.0408
경기 화성,2016,65~69세,16874,8236,8638,8005,8454,415,231,184,0.0246
경기 화성,2016,70~74세,13003,5932,7071,5867,7001,135,65,70,0.0104
경기 화성,2016,75~79세,10458,4400,6058,4367,6003,88,33,55,0.0084
경기 화성,2016,80~84세,6705,2361,4344,2346,4309,50,15,35,0.0075
경기 화성,2016,85세이상,4246,1050,3196,1040,3172,34,10,24,0.008
경기 화성,2016,85~89세,2987,768,2219,761,2203,23,7,16,0.0077
경기 화성,2016,90~94세,1005,238,767,236,761,8,2,6,0.008
경기 화성,2016,95~99세,224,41,183,40,181,3,1,2,0.0134
경기 화성,2016,100세이상,30,0,27,0,27,0,0,0,0
경기 화성,2016,15세미만,127046,64956,62090,64521,61661,864,435,429,0.0068
경기 화성,2016,15~64세,477018,258358,218660,228177,207170,41671,30181,11490,0.0874
경기 화성,2016,65세이상,51286,21979,29307,21625,28939,722,354,368,0.0141
경기 화성,2016,평균연령,35.9,35.4,36.5,35.4,36.4,0.1,0,0.1,0.0028
경기 화성,2016,중위연령,36.6,36.3,36.9,36.9,36.9,-0.6,-0.6,0,-0.0164
경기 광주,2016,합계,322302,167206,155096,157014,150341,14947,10192,4755,0.0464
경기 광주,2016,0~4세,17434,8993,8441,8920,8354,160,73,87,0.0092
경기 광주,2016,5~9세,15940,8111,7829,8062,7779,99,49,50,0.0062
경기 광주,2016,10~14세,14444,7410,7034,7384,7006,54,26,28,0.0037
경기 광주,2016,15~19세,16940,8694,8246,8606,8165,169,88,81,0.01
경기 광주,2016,20~24세,19228,10737,8491,9432,8067,1729,1305,424,0.0899
경기 광주,2016,25~29세,20141,11110,9031,8919,8248,2974,2191,783,0.1477
경기 광주,2016,30~34세,27078,14665,12413,12625,11720,2733,2040,693,0.1009
경기 광주,2016,35~39세,30330,16366,13964,14878,13407,2045,1488,557,0.0674
경기 광주,2016,40~44세,28193,15118,13075,14205,12655,1333,913,420,0.0473
경기 광주,2016,45~49세,28268,14844,13424,14159,13014,1095,685,410,0.0387
경기 광주,2016,50~54세,25519,13203,12316,12659,11832,1028,544,484,0.0403
경기 광주,2016,55~59세,25709,12888,12821,12523,12489,697,365,332,0.0271
경기 광주,2016,60~64세,18951,9579,9372,9323,9142,486,256,230,0.0256
경기 광주,2016,65~69세,12318,6147,6171,6043,6070,205,104,101,0.0166
경기 광주,2016,70~74세,8983,4396,4587,4357,4549,77,39,38,0.0086
경기 광주,2016,75~79세,6485,2879,3606,2865,3583,37,14,23,0.0057
경기 광주,2016,80~84세,3803,1415,2388,1410,2380,13,5,8,0.0034
경기 광주,2016,85세이상,2538,651,1887,644,1881,13,7,6,0.0051
경기 광주,2016,85~89세,1739,480,1259,475,1256,8,5,3,0.0046
경기 광주,2016,90~94세,654,134,520,132,517,5,2,3,0.0076
경기 광주,2016,95~99세,128,36,92,36,92,0,0,0,0
경기 광주,2016,100세이상,17,0,16,0,16,0,0,0,0
경기 광주,2016,15세미만,47818,24514,23304,24366,23139,313,148,165,0.0065
경기 광주,2016,15~64세,240357,127204,113153,117329,108739,14289,9875,4414,0.0594
경기 광주,2016,65세이상,34127,15488,18639,15319,18463,345,169,176,0.0101
경기 광주,2016,평균연령,39.4,38.7,40.2,38.9,40.2,-0.2,-0.2,0,-0.0051
경기 광주,2016,중위연령,39.9,39.2,40.8,39.9,41,-0.9,-0.7,-0.2,-0.0226
경기 양주,2016,합계,207009,106410,100599,99290,98016,9703,7120,2583,0.0469
경기 양주,2016,0~4세,9352,4771,4581,4739,4555,58,32,26,0.0062
경기 양주,2016,5~9세,11029,5620,5409,5592,5375,62,28,34,0.0056
경기 양주,2016,10~14세,10988,5699,5289,5678,5272,38,21,17,0.0035
경기 양주,2016,15~19세,12373,6194,6179,6158,6141,74,36,38,0.006
경기 양주,2016,20~24세,12638,6968,5670,6173,5467,998,795,203,0.079
경기 양주,2016,25~29세,12022,7082,4940,5312,4548,2162,1770,392,0.1798
경기 양주,2016,30~34세,13187,7307,5880,5820,5456,1911,1487,424,0.1449
경기 양주,2016,35~39세,16278,8368,7910,7386,7562,1330,982,348,0.0817
경기 양주,2016,40~44세,19027,9907,9120,9255,8803,969,652,317,0.0509
경기 양주,2016,45~49세,18966,9949,9017,9400,8773,793,549,244,0.0418
경기 양주,2016,50~54세,16540,8852,7688,8528,7511,501,324,177,0.0303
경기 양주,2016,55~59세,16118,8255,7863,8030,7732,356,225,131,0.0221
경기 양주,2016,60~64세,11786,5831,5955,5711,5834,241,120,121,0.0204
경기 양주,2016,65~69세,8412,4043,4369,3978,4299,135,65,70,0.016
경기 양주,2016,70~74세,7210,3382,3828,3359,3809,42,23,19,0.0058
경기 양주,2016,75~79세,5506,2365,3141,2360,3129,17,5,12,0.0031
경기 양주,2016,80~84세,3375,1248,2127,1246,2121,8,2,6,0.0024
경기 양주,2016,85세이상,2202,569,1633,565,1629,8,4,4,0.0036
경기 양주,2016,85~89세,1489,424,1065,422,1063,4,2,2,0.0027
경기 양주,2016,90~94세,567,119,448,118,447,2,1,1,0.0035
경기 양주,2016,95~99세,130,22,108,22,107,1,0,1,0.0077
경기 양주,2016,100세이상,16,0,12,0,12,0,0,0,0
경기 양주,2016,15세미만,31369,16090,15279,16009,15202,158,81,77,0.005
경기 양주,2016,15~64세,148935,78713,70222,71773,67827,9335,6940,2395,0.0627
경기 양주,2016,65세이상,26705,11607,15098,11508,14987,210,99,111,0.0079
경기 양주,2016,평균연령,40.3,39.4,41.3,39.7,41.4,-0.4,-0.3,-0.1,-0.0099
경기 양주,2016,중위연령,41.6,40.7,42.6,41.7,42.7,-1.1,-1,-0.1,-0.0264
경기 포천,2016,합계,162698,87938,74760,75623,70550,16525,12315,4210,0.1016
경기 포천,2016,0~4세,5517,2829,2688,2784,2651,82,45,37,0.0149
경기 포천,2016,5~9세,6118,3222,2896,3188,2857,73,34,39,0.0119
경기 포천,2016,10~14세,6581,3420,3161,3407,3147,27,13,14,0.0041
경기 포천,2016,15~19세,9134,4703,4431,4627,4366,141,76,65,0.0154
경기 포천,2016,20~24세,12503,7279,5224,5559,4641,2303,1720,583,0.1842
경기 포천,2016,25~29세,12327,7917,4410,4551,3602,4174,3366,808,0.3386
경기 포천,2016,30~34세,11051,6839,4212,4245,3517,3289,2594,695,0.2976
경기 포천,2016,35~39세,11026,6305,4721,4637,4220,2169,1668,501,0.1967
경기 포천,2016,40~44세,12035,6646,5389,5598,4979,1458,1048,410,0.1211
경기 포천,2016,45~49세,13713,7428,6285,6751,5926,1036,677,359,0.0755
경기 포천,2016,50~54세,14373,7990,6383,7486,6080,807,504,303,0.0561
경기 포천,2016,55~59세,14712,7911,6801,7614,6611,487,297,190,0.0331
경기 포천,2016,60~64세,10069,5373,4696,5210,4575,284,163,121,0.0282
경기 포천,2016,65~69세,6667,3313,3354,3249,3324,94,64,30,0.0141
경기 포천,2016,70~74세,5920,2650,3270,2625,3242,53,25,28,0.009
경기 포천,2016,75~79세,5375,2236,3139,2220,3125,30,16,14,0.0056
경기 포천,2016,80~84세,3333,1256,2077,1254,2070,9,2,7,0.0027
경기 포천,2016,85세이상,2244,621,1623,618,1617,9,3,6,0.004
경기 포천,2016,85~89세,1521,432,1089,431,1084,6,1,5,0.0039
경기 포천,2016,90~94세,578,150,428,150,427,1,0,1,0.0017
경기 포천,2016,95~99세,134,34,100,33,100,1,1,0,0.0075
경기 포천,2016,100세이상,11,5,6,0,6,0,0,0,0
경기 포천,2016,15세미만,18216,9471,8745,9379,8655,182,92,90,0.01
경기 포천,2016,15~64세,120943,68391,52552,56278,48517,16148,12113,4035,0.1335
경기 포천,2016,65세이상,23539,10076,13463,9966,13378,195,110,85,0.0083
경기 포천,2016,평균연령,42.1,40.8,43.7,41.9,44.2,-1.6,-1.1,-0.5,-0.038
경기 포천,2016,중위연령,43.1,41.2,45.2,44.4,46.1,-4.1,-3.2,-0.9,-0.0951
경기 여주,2016,합계,110273,56034,54239,53511,52712,4050,2523,1527,0.0367
경기 여주,2016,0~4세,4254,2259,1995,2251,1988,15,8,7,0.0035
경기 여주,2016,5~9세,4715,2433,2282,2424,2276,15,9,6,0.0032
경기 여주,2016,10~14세,4795,2454,2341,2448,2337,10,6,4,0.0021
경기 여주,2016,15~19세,6620,3361,3259,3336,3235,49,25,24,0.0074
경기 여주,2016,20~24세,6757,3706,3051,3336,2833,588,370,218,0.087
경기 여주,2016,25~29세,6228,3559,2669,2849,2346,1033,710,323,0.1659
경기 여주,2016,30~34세,6608,3500,3108,2999,2880,729,501,228,0.1103
경기 여주,2016,35~39세,7484,3901,3583,3628,3420,436,273,163,0.0583
경기 여주,2016,40~44세,7885,4115,3770,3933,3650,302,182,120,0.0383
경기 여주,2016,45~49세,8916,4679,4237,4543,4121,252,136,116,0.0283
경기 여주,2016,50~54세,9099,4818,4281,4693,4165,241,125,116,0.0265
경기 여주,2016,55~59세,9702,4965,4737,4885,4649,168,80,88,0.0173
경기 여주,2016,60~64세,8054,4040,4014,3984,3965,105,56,49,0.013
경기 여주,2016,65~69세,5233,2652,2581,2626,2545,62,26,36,0.0118
경기 여주,2016,70~74세,4797,2203,2594,2196,2577,24,7,17,0.005
경기 여주,2016,75~79세,4402,1892,2510,1888,2503,11,4,7,0.0025
경기 여주,2016,80~84세,2818,1025,1793,1022,1790,6,3,3,0.0021
경기 여주,2016,85세이상,1906,472,1434,470,1432,4,2,2,0.0021
경기 여주,2016,85~89세,1319,361,958,360,956,3,1,2,0.0023
경기 여주,2016,90~94세,487,94,393,93,393,1,1,0,0.0021
경기 여주,2016,95~99세,89,14,75,14,75,0,0,0,0
경기 여주,2016,100세이상,11,0,8,0,8,0,0,0,0
경기 여주,2016,15세미만,13764,7146,6618,7123,6601,40,23,17,0.0029
경기 여주,2016,15~64세,77353,40644,36709,38186,35264,3903,2458,1445,0.0505
경기 여주,2016,65세이상,19156,8244,10912,8202,10847,107,42,65,0.0056
경기 여주,2016,평균연령,43.4,42,44.8,42.4,45,-0.6,-0.4,-0.2,-0.0138
경기 여주,2016,중위연령,44.9,43.6,46.3,44.5,46.7,-1.3,-0.9,-0.4,-0.029
강원도,2016,합계,1521751,769461,752290,759122,743265,19364,10339,9025,0.0127
강원도,2016,0~4세,56307,28676,27631,28592,27561,154,84,70,0.0027
강원도,2016,5~9세,63701,32878,30823,32790,30730,181,88,93,0.0028
강원도,2016,10~14세,67581,35129,32452,35073,32396,112,56,56,0.0017
강원도,2016,15~19세,94329,50246,44083,50012,43823,494,234,260,0.0052
강원도,2016,20~24세,109384,62987,46397,61068,44839,3477,1919,1558,0.0318
강원도,2016,25~29세,82158,46644,35514,44637,33859,3662,2007,1655,0.0446
강원도,2016,30~34세,84544,45018,39526,43336,38284,2924,1682,1242,0.0346
강원도,2016,35~39세,98366,50256,48110,49084,47360,1922,1172,750,0.0195
강원도,2016,40~44세,111842,57895,53947,57039,53315,1488,856,632,0.0133
강원도,2016,45~49세,126043,65377,60666,64720,59940,1383,657,726,0.011
강원도,2016,50~54세,123781,63750,60031,63234,59301,1246,516,730,0.0101
강원도,2016,55~59세,138849,69577,69272,69177,68764,908,400,508,0.0065
강원도,2016,60~64세,106474,53218,53256,52882,52903,689,336,353,0.0065
강원도,2016,65~69세,69592,33055,36537,32888,36340,364,167,197,0.0052
강원도,2016,70~74세,68911,31046,37865,30946,37775,190,100,90,0.0028
강원도,2016,75~79세,60715,25390,35325,25352,35273,90,38,52,0.0015
강원도,2016,80~84세,34842,12020,22822,12005,22792,45,15,30,0.0013
강원도,2016,85세이상,24332,6299,18033,6287,18010,35,12,23,0.0014
강원도,2016,85~89세,16772,4375,12397,4368,12387,17,7,10,0.001
강원도,2016,90~94세,6106,1606,4500,1603,4493,10,3,7,0.0016
강원도,2016,95~99세,1296,289,1007,287,1001,8,2,6,0.0062
강원도,2016,100세이상,158,29,129,29,129,0,0,0,0
강원도,2016,15세미만,187589,96683,90906,96455,90687,447,228,219,0.0024
강원도,2016,15~64세,1075770,564968,510802,555189,502388,18193,9779,8414,0.0169
강원도,2016,65세이상,258392,107810,150582,107478,150190,724,332,392,0.0028
강원도,2016,평균연령,43.1,41.5,44.8,41.6,44.8,-0.1,-0.1,0,-0.0023
강원도,2016,중위연령,44.7,43,46.5,43.2,46.6,-0.3,-0.2,-0.1,-0.0067
강원 춘천,2016,합계,283027,138962,144065,137190,142010,3827,1772,2055,0.0135
강원 춘천,2016,0~4세,11303,5848,5455,5814,5423,66,34,32,0.0058
강원 춘천,2016,5~9세,12484,6448,6036,6419,6015,50,29,21,0.004
강원 춘천,2016,10~14세,13107,6863,6244,6845,6230,32,18,14,0.0024
강원 춘천,2016,15~19세,20015,10218,9797,10131,9707,177,87,90,0.0088
강원 춘천,2016,20~24세,23635,11795,11840,11429,11296,910,366,544,0.0385
강원 춘천,2016,25~29세,16762,8820,7942,8501,7553,708,319,389,0.0422
강원 춘천,2016,30~34세,17076,8747,8329,8504,8088,484,243,241,0.0283
강원 춘천,2016,35~39세,19025,9417,9608,9281,9482,262,136,126,0.0138
강원 춘천,2016,40~44세,21157,10382,10775,10240,10674,243,142,101,0.0115
강원 춘천,2016,45~49세,23981,12124,11857,12001,11721,259,123,136,0.0108
강원 춘천,2016,50~54세,22233,11192,11041,11100,10904,229,92,137,0.0103
강원 춘천,2016,55~59세,23393,11388,12005,11321,11921,151,67,84,0.0065
강원 춘천,2016,60~64세,17725,8727,8998,8663,8932,130,64,66,0.0073
강원 춘천,2016,65~69세,10522,4846,5676,4822,5641,59,24,35,0.0056
강원 춘천,2016,70~74세,11003,4919,6084,4900,6065,38,19,19,0.0035
강원 춘천,2016,75~79세,9765,4045,5720,4042,5706,17,3,14,0.0017
강원 춘천,2016,80~84세,5749,2012,3737,2009,3732,8,3,5,0.0014
강원 춘천,2016,85세이상,4092,1171,2921,1168,2920,4,3,1,0.001
강원 춘천,2016,85~89세,2825,811,2014,809,2014,2,2,0,0.0007
강원 춘천,2016,90~94세,999,293,706,293,705,1,0,1,0.001
강원 춘천,2016,95~99세,238,62,176,61,176,1,1,0,0.0042
강원 춘천,2016,100세이상,30,5,25,5,25,0,0,0,0
강원 춘천,2016,15세미만,36894,19159,17735,19078,17668,148,81,67,0.004
강원 춘천,2016,15~64세,205002,102810,102192,101171,100278,3553,1639,1914,0.0173
강원 춘천,2016,65세이상,41131,16993,24138,16941,24064,126,52,74,0.0031
강원 춘천,2016,평균연령,41.2,39.9,42.4,40,42.6,-0.3,-0.1,-0.2,-0.0073
강원 춘천,2016,중위연령,42.1,40.7,43.2,40.9,43.5,-0.5,-0.2,-0.3,-0.0119
강원 원주,2016,합계,337479,168226,169253,166114,167553,3812,2112,1700,0.0113
강원 원주,2016,0~4세,13996,7068,6928,7055,6918,23,13,10,0.0016
강원 원주,2016,5~9세,16413,8409,8004,8400,7980,33,9,24,0.002
강원 원주,2016,10~14세,16975,8771,8204,8763,8190,22,8,14,0.0013
강원 원주,2016,15~19세,23365,12321,11044,12280,10997,88,41,47,0.0038
강원 원주,2016,20~24세,25851,13776,12075,13449,11857,545,327,218,0.0211
강원 원주,2016,25~29세,19307,10270,9037,9874,8758,675,396,279,0.035
강원 원주,2016,30~34세,21357,11039,10318,10669,10095,593,370,223,0.0278
강원 원주,2016,35~39세,24788,12307,12481,12018,12313,457,289,168,0.0184
강원 원주,2016,40~44세,27808,13747,14061,13578,13914,316,169,147,0.0114
강원 원주,2016,45~49세,30210,15141,15069,14996,14908,306,145,161,0.0101
강원 원주,2016,50~54세,28008,14167,13841,14057,13714,237,110,127,0.0085
강원 원주,2016,55~59세,28248,14210,14038,14125,13926,197,85,112,0.007
강원 원주,2016,60~64세,19438,9812,9626,9737,9548,153,75,78,0.0079
강원 원주,2016,65~69세,11178,5312,5866,5269,5820,89,43,46,0.008
강원 원주,2016,70~74세,10792,4746,6046,4730,6026,36,16,20,0.0033
강원 원주,2016,75~79세,9881,4053,5828,4045,5817,19,8,11,0.0019
강원 원주,2016,80~84세,5912,2024,3888,2020,3880,12,4,8,0.002
강원 원주,2016,85세이상,3952,1053,2899,1049,2892,11,4,7,0.0028
강원 원주,2016,85~89세,2787,742,2045,739,2040,8,3,5,0.0029
강원 원주,2016,90~94세,946,273,673,272,671,3,1,2,0.0032
강원 원주,2016,95~99세,189,33,156,33,156,0,0,0,0
강원 원주,2016,100세이상,30,5,25,5,25,0,0,0,0
강원 원주,2016,15세미만,47384,24248,23136,24218,23088,78,30,48,0.0016
강원 원주,2016,15~64세,248380,126790,121590,124783,120030,3567,2007,1560,0.0144
강원 원주,2016,65세이상,41715,17188,24527,17113,24435,167,75,92,0.004
강원 원주,2016,평균연령,40.3,39.1,41.4,39.1,41.5,-0.1,0,-0.1,-0.0025
강원 원주,2016,중위연령,41.3,40.1,42.5,40.2,42.5,-0.1,-0.1,0,-0.0024
강원 강릉,2016,합계,215977,108852,107125,107611,106053,2313,1241,1072,0.0107
강원 강릉,2016,0~4세,7060,3614,3446,3598,3436,26,16,10,0.0037
강원 강릉,2016,5~9세,8396,4385,4011,4364,3992,40,21,19,0.0048
강원 강릉,2016,10~14세,9520,5022,4498,5012,4486,22,10,12,0.0023
강원 강릉,2016,15~19세,15240,8170,7070,8139,7031,70,31,39,0.0046
강원 강릉,2016,20~24세,18472,10982,7490,10798,7285,389,184,205,0.0211
