행정구역별,연도별,연령별,총인구,총인구_남자,총인구_여자,내국인_남자,내국인_여자,총인구_외국인,외국인_남자,외국인_여자,외국인비율
강원 강릉,2016,25~29세,10784,6198,4586,5966,4406,412,232,180,0.0382
강원 강릉,2016,30~34세,10647,5570,5077,5368,4949,330,202,128,0.031
강원 강릉,2016,35~39세,13465,6852,6613,6731,6518,216,121,95,0.016
강원 강릉,2016,40~44세,16173,8307,7866,8200,7787,186,107,79,0.0115
강원 강릉,2016,45~49세,17827,9096,8731,8998,8655,174,98,76,0.0098
강원 강릉,2016,50~54세,17013,8585,8428,8518,8343,152,67,85,0.0089
강원 강릉,2016,55~59세,19437,9458,9979,9391,9928,118,67,51,0.0061
강원 강릉,2016,60~64세,15015,7182,7833,7140,7787,88,42,46,0.0059
강원 강릉,2016,65~69세,10562,4987,5575,4970,5553,39,17,22,0.0037
강원 강릉,2016,70~74세,9861,4501,5360,4488,5352,21,13,8,0.0021
강원 강릉,2016,75~79세,8176,3418,4758,3409,4751,16,9,7,0.002
강원 강릉,2016,80~84세,4792,1689,3103,1687,3096,9,2,7,0.0019
강원 강릉,2016,85세이상,3537,836,2701,834,2698,5,2,3,0.0014
강원 강릉,2016,85~89세,2396,606,1790,606,1790,0,0,0,0
강원 강릉,2016,90~94세,916,188,728,187,727,2,1,1,0.0022
강원 강릉,2016,95~99세,201,39,162,38,160,3,1,2,0.0149
강원 강릉,2016,100세이상,24,0,21,0,21,0,0,0,0
강원 강릉,2016,15세미만,24976,13021,11955,12974,11914,88,47,41,0.0035
강원 강릉,2016,15~64세,154073,80400,73673,79249,72689,2135,1151,984,0.0139
강원 강릉,2016,65세이상,36928,15431,21497,15388,21450,90,43,47,0.0024
강원 강릉,2016,평균연령,43,41.1,44.9,41.2,45,-0.2,-0.1,-0.1,-0.0047
강원 강릉,2016,중위연령,44.5,42.4,46.7,42.5,46.8,-0.2,-0.1,-0.1,-0.0045
강원 동해,2016,합계,89527,45410,44117,45010,43742,775,400,375,0.0087
강원 동해,2016,0~4세,3735,1938,1797,1933,1796,6,5,1,0.0016
강원 동해,2016,5~9세,4248,2231,2017,2229,2014,5,2,3,0.0012
강원 동해,2016,10~14세,4479,2319,2160,2316,2158,5,3,2,0.0011
강원 동해,2016,15~19세,5093,2795,2298,2794,2292,7,1,6,0.0014
강원 동해,2016,20~24세,4582,2791,1791,2759,1756,67,32,35,0.0146
강원 동해,2016,25~29세,3884,2139,1745,2062,1666,156,77,79,0.0402
강원 동해,2016,30~34세,4919,2665,2254,2595,2196,128,70,58,0.026
강원 동해,2016,35~39세,6460,3250,3210,3171,3175,114,79,35,0.0176
강원 동해,2016,40~44세,7491,3982,3509,3940,3475,76,42,34,0.0101
강원 동해,2016,45~49세,8012,4148,3864,4115,3829,68,33,35,0.0085
강원 동해,2016,50~54세,7340,3771,3569,3751,3534,55,20,35,0.0075
강원 동해,2016,55~59세,8165,3975,4190,3959,4171,35,16,19,0.0043
강원 동해,2016,60~64세,6423,3171,3252,3164,3232,27,7,20,0.0042
강원 동해,2016,65~69세,4413,2142,2271,2134,2264,15,8,7,0.0034
강원 동해,2016,70~74세,4005,1810,2195,1807,2191,7,3,4,0.0017
강원 동해,2016,75~79세,3197,1358,1839,1357,1838,2,1,1,0.0006
강원 동해,2016,80~84세,1881,647,1234,647,1234,0,0,0,0
강원 동해,2016,85세이상,1200,278,922,277,921,2,1,1,0.0017
강원 동해,2016,85~89세,848,213,635,213,635,0,0,0,0
강원 동해,2016,90~94세,298,56,242,55,241,2,1,1,0.0067
강원 동해,2016,95~99세,49,8,41,8,41,0,0,0,0
강원 동해,2016,100세이상,5,0,0,0,0,0,0,0,0
강원 동해,2016,15세미만,12462,6488,5974,6478,5968,16,10,6,0.0013
강원 동해,2016,15~64세,62369,32687,29682,32310,29326,733,377,356,0.0118
강원 동해,2016,65세이상,14696,6235,8461,6222,8448,26,13,13,0.0018
강원 동해,2016,평균연령,43,41.4,44.7,41.4,44.7,0,0,0,0
강원 동해,2016,중위연령,44.9,43.4,46.6,43.5,46.7,-0.2,-0.1,-0.1,-0.0045
강원 태백,2016,합계,45708,23137,22571,23035,22386,287,102,185,0.0063
강원 태백,2016,0~4세,1612,825,787,824,786,2,1,1,0.0012
강원 태백,2016,5~9세,2003,1011,992,1010,991,2,1,1,0.001
강원 태백,2016,10~14세,1921,971,950,969,948,4,2,2,0.0021
강원 태백,2016,15~19세,2471,1438,1033,1438,1030,3,0,3,0.0012
강원 태백,2016,20~24세,2130,1214,916,1211,895,24,3,21,0.0113
강원 태백,2016,25~29세,1720,878,842,866,787,67,12,55,0.039
강원 태백,2016,30~34세,2230,1167,1063,1151,1030,49,16,33,0.022
강원 태백,2016,35~39세,3244,1657,1587,1643,1574,27,14,13,0.0083
강원 태백,2016,40~44세,3515,1943,1572,1929,1556,30,14,16,0.0085
강원 태백,2016,45~49세,3878,2127,1751,2118,1742,18,9,9,0.0046
강원 태백,2016,50~54세,3727,1979,1748,1966,1734,27,13,14,0.0072
강원 태백,2016,55~59세,4535,2309,2226,2305,2217,13,4,9,0.0029
강원 태백,2016,60~64세,3829,1870,1959,1867,1955,7,3,4,0.0018
강원 태백,2016,65~69세,2896,1335,1561,1332,1559,5,3,2,0.0017
강원 태백,2016,70~74세,2521,1136,1385,1132,1384,5,4,1,0.002
강원 태백,2016,75~79세,1961,810,1151,807,1150,4,3,1,0.002
강원 태백,2016,80~84세,1000,364,636,364,636,0,0,0,0
강원 태백,2016,85세이상,515,103,412,103,412,0,0,0,0
강원 태백,2016,85~89세,373,77,296,77,296,0,0,0,0
강원 태백,2016,90~94세,123,23,100,23,100,0,0,0,0
강원 태백,2016,95~99세,19,0,16,0,16,0,0,0,0
강원 태백,2016,100세이상,0,0,0,0,0,0,0,0,0
강원 태백,2016,15세미만,5536,2807,2729,2803,2725,8,4,4,0.0014
강원 태백,2016,15~64세,31279,16582,14697,16494,14520,265,88,177,0.0085
강원 태백,2016,65세이상,8893,3748,5145,3738,5141,14,10,4,0.0016
강원 태백,2016,평균연령,45.1,43.6,46.7,43.7,46.8,-0.2,-0.1,-0.1,-0.0044
강원 태백,2016,중위연령,47.6,46.2,49.4,46.2,49.6,-0.2,0,-0.2,-0.0042
강원 속초,2016,합계,79109,39191,39918,38531,39508,1070,660,410,0.0135
강원 속초,2016,0~4세,3140,1544,1596,1541,1591,8,3,5,0.0025
강원 속초,2016,5~9세,3354,1723,1631,1715,1628,11,8,3,0.0033
강원 속초,2016,10~14세,3856,1982,1874,1979,1871,6,3,3,0.0016
강원 속초,2016,15~19세,4536,2409,2127,2400,2121,15,9,6,0.0033
강원 속초,2016,20~24세,3858,2237,1621,2139,1544,175,98,77,0.0454
강원 속초,2016,25~29세,3775,2071,1704,1957,1640,178,114,64,0.0472
강원 속초,2016,30~34세,4382,2338,2044,2225,1985,172,113,59,0.0393
강원 속초,2016,35~39세,5405,2729,2676,2638,2648,119,91,28,0.022
강원 속초,2016,40~44세,6244,3122,3122,3035,3096,113,87,26,0.0181
강원 속초,2016,45~49세,7487,3695,3792,3656,3766,65,39,26,0.0087
강원 속초,2016,50~54세,7160,3672,3488,3642,3449,69,30,39,0.0096
강원 속초,2016,55~59세,7617,3733,3884,3718,3855,44,15,29,0.0058
강원 속초,2016,60~64세,5649,2844,2805,2821,2789,39,23,16,0.0069
강원 속초,2016,65~69세,3628,1669,1959,1657,1948,23,12,11,0.0063
강원 속초,2016,70~74세,3425,1486,1939,1481,1932,12,5,7,0.0035
강원 속초,2016,75~79세,2715,1105,1610,1099,1606,10,6,4,0.0037
강원 속초,2016,80~84세,1609,535,1074,531,1070,8,4,4,0.005
강원 속초,2016,85세이상,1269,297,972,297,969,3,0,3,0.0024
강원 속초,2016,85~89세,892,195,697,195,696,1,0,1,0.0011
강원 속초,2016,90~94세,313,86,227,86,227,0,0,0,0
강원 속초,2016,95~99세,59,15,44,15,42,2,0,2,0.0339
강원 속초,2016,100세이상,5,0,0,0,0,0,0,0,0
강원 속초,2016,15세미만,10350,5249,5101,5235,5090,25,14,11,0.0024
강원 속초,2016,15~64세,56113,28850,27263,28231,26893,989,619,370,0.0176
강원 속초,2016,65세이상,12646,5092,7554,5065,7525,56,27,29,0.0044
강원 속초,2016,평균연령,43.4,41.8,44.9,41.9,45,-0.2,-0.1,-0.1,-0.0046
강원 속초,2016,중위연령,45.7,44.2,47.1,44.5,47.2,-0.4,-0.3,-0.1,-0.0088
강원 삼척,2016,합계,69364,35916,33448,35457,33087,820,459,361,0.0118
강원 삼척,2016,0~4세,2142,1093,1049,1091,1048,3,2,1,0.0014
강원 삼척,2016,5~9세,2384,1225,1159,1224,1159,1,1,0,0.0004
강원 삼척,2016,10~14세,2537,1303,1234,1303,1229,5,0,5,0.002
강원 삼척,2016,15~19세,4414,2541,1873,2538,1864,12,3,9,0.0027
강원 삼척,2016,20~24세,6873,4098,2775,4015,2701,157,83,74,0.0228
강원 삼척,2016,25~29세,3295,2040,1255,1939,1173,183,101,82,0.0555
강원 삼척,2016,30~34세,3205,1790,1415,1709,1355,141,81,60,0.044
강원 삼척,2016,35~39세,3892,2099,1793,2030,1765,97,69,28,0.0249
강원 삼척,2016,40~44세,4595,2599,1996,2545,1971,79,54,25,0.0172
강원 삼척,2016,45~49세,5156,2880,2276,2860,2252,44,20,24,0.0085
강원 삼척,2016,50~54세,5264,2780,2484,2765,2464,35,15,20,0.0066
강원 삼척,2016,55~59세,6487,3302,3185,3287,3166,34,15,19,0.0052
강원 삼척,2016,60~64세,5062,2521,2541,2512,2533,17,9,8,0.0034
강원 삼척,2016,65~69세,3823,1840,1983,1837,1979,7,3,4,0.0018
강원 삼척,2016,70~74세,3593,1550,2043,1549,2042,2,1,1,0.0006
강원 삼척,2016,75~79세,3215,1259,1956,1257,1956,2,2,0,0.0006
강원 삼척,2016,80~84세,2094,693,1401,693,1401,0,0,0,0
강원 삼척,2016,85세이상,1333,303,1030,303,1029,1,0,1,0.0008
강원 삼척,2016,85~89세,964,238,726,238,725,1,0,1,0.001
강원 삼척,2016,90~94세,316,58,258,58,258,0,0,0,0
강원 삼척,2016,95~99세,47,7,40,7,40,0,0,0,0
강원 삼척,2016,100세이상,6,0,6,0,6,0,0,0,0
강원 삼척,2016,15세미만,7063,3621,3442,3618,3436,9,3,6,0.0013
강원 삼척,2016,15~64세,48243,26650,21593,26200,21244,799,450,349,0.0166
강원 삼척,2016,65세이상,14058,5645,8413,5639,8407,12,6,6,0.0009
강원 삼척,2016,평균연령,44.6,42.2,47.1,42.3,47.2,-0.2,-0.1,-0.1,-0.0045
강원 삼척,2016,중위연령,46.3,43.4,49.8,43.7,50.1,-0.6,-0.3,-0.3,-0.013
충청북도,2016,합계,1603404,814049,789355,785824,772679,44901,28225,16676,0.028
충청북도,2016,0~4세,68300,34795,33505,34541,33266,493,254,239,0.0072
충청북도,2016,5~9세,72243,37336,34907,37142,34726,375,194,181,0.0052
충청북도,2016,10~14세,72190,37639,34551,37525,34433,232,114,118,0.0032
충청북도,2016,15~19세,103069,54018,49051,53649,48663,757,369,388,0.0073
충청북도,2016,20~24세,119018,65689,53329,62101,51088,5829,3588,2241,0.049
충청북도,2016,25~29세,96743,54042,42701,48432,39838,8473,5610,2863,0.0876
충청북도,2016,30~34세,105171,56451,48720,51638,46470,7063,4813,2250,0.0672
충청북도,2016,35~39세,113582,59855,53727,56198,52217,5167,3657,1510,0.0455
충청북도,2016,40~44세,121128,62923,58205,60433,56787,3908,2490,1418,0.0323
충청북도,2016,45~49세,135838,69737,66101,67495,64541,3802,2242,1560,0.028
충청북도,2016,50~54세,127449,66108,61341,64035,59767,3647,2073,1574,0.0286
충청북도,2016,55~59세,133712,67906,65806,66532,64715,2465,1374,1091,0.0184
충청북도,2016,60~64세,99665,49872,49793,48973,49166,1526,899,627,0.0153
충청북도,2016,65~69세,66606,32400,34206,32045,33876,685,355,330,0.0103
충청북도,2016,70~74세,59285,26414,32871,26318,32748,219,96,123,0.0037
충청북도,2016,75~79세,53112,21566,31546,21515,31456,141,51,90,0.0027
충청북도,2016,80~84세,35197,11992,23205,11962,23168,67,30,37,0.0019
충청북도,2016,85세이상,21096,5306,15790,5290,15754,52,16,36,0.0025
충청북도,2016,85~89세,15024,3962,11062,3952,11041,31,10,21,0.0021
충청북도,2016,90~94세,4894,1160,3734,1155,3721,18,5,13,0.0037
충청북도,2016,95~99세,1042,169,873,168,872,2,1,1,0.0019
충청북도,2016,100세이상,136,15,121,15,120,1,0,1,0.0074
충청북도,2016,15세미만,212733,109770,102963,109208,102425,1100,562,538,0.0052
충청북도,2016,15~64세,1155375,606601,548774,579486,533252,42637,27115,15522,0.0369
충청북도,2016,65세이상,235296,97678,137618,97130,137002,1164,548,616,0.0049
충청북도,2016,평균연령,41.4,40,42.8,40.1,42.9,-0.2,-0.1,-0.1,-0.0048
충청북도,2016,중위연령,42.2,40.6,43.8,41.1,44,-0.7,-0.5,-0.2,-0.0166
충북 충주,2016,합계,211890,107725,104165,104202,102027,5661,3523,2138,0.0267
충북 충주,2016,0~4세,7517,3776,3741,3761,3730,26,15,11,0.0035
충북 충주,2016,5~9세,8695,4486,4209,4475,4191,29,11,18,0.0033
충북 충주,2016,10~14세,9134,4766,4368,4750,4362,22,16,6,0.0024
충북 충주,2016,15~19세,14050,7397,6653,7270,6502,278,127,151,0.0198
충북 충주,2016,20~24세,16945,9589,7356,8929,6861,1155,660,495,0.0682
충북 충주,2016,25~29세,12011,7007,5004,6267,4647,1097,740,357,0.0913
충북 충주,2016,30~34세,12063,6536,5527,5990,5265,808,546,262,0.067
충북 충주,2016,35~39세,13340,6946,6394,6578,6254,508,368,140,0.0381
충북 충주,2016,40~44세,15494,8067,7427,7784,7288,422,283,139,0.0272
충북 충주,2016,45~49세,18149,9241,8908,8991,8740,418,250,168,0.023
충북 충주,2016,50~54세,17510,9131,8379,8909,8212,389,222,167,0.0222
충북 충주,2016,55~59세,18763,9621,9142,9476,9040,247,145,102,0.0132
충북 충주,2016,60~64세,14157,7046,7111,6959,7057,141,87,54,0.01
충북 충주,2016,65~69세,9120,4355,4765,4321,4728,71,34,37,0.0078
충북 충주,2016,70~74세,8776,3922,4854,3916,4837,23,6,17,0.0026
충북 충주,2016,75~79세,8150,3337,4813,3329,4808,13,8,5,0.0016
충북 충주,2016,80~84세,5122,1722,3400,1718,3393,11,4,7,0.0021
충북 충주,2016,85세이상,2894,780,2114,779,2112,3,1,2,0.001
충북 충주,2016,85~89세,2025,545,1480,545,1479,1,0,1,0.0005
충북 충주,2016,90~94세,706,208,498,207,498,1,1,0,0.0014
충북 충주,2016,95~99세,147,24,123,24,122,1,0,1,0.0068
충북 충주,2016,100세이상,16,0,13,0,13,0,0,0,0
충북 충주,2016,15세미만,25346,13028,12318,12986,12283,77,42,35,0.003
충북 충주,2016,15~64세,152482,80581,71901,77153,69866,5463,3428,2035,0.0358
충북 충주,2016,65세이상,34062,14116,19946,14063,19878,121,53,68,0.0036
충북 충주,2016,평균연령,42.6,41,44.2,41.2,44.3,-0.3,-0.2,-0.1,-0.007
충북 충주,2016,중위연령,44,42.3,45.8,42.8,46.1,-0.8,-0.5,-0.3,-0.0182
충북 제천,2016,합계,137022,68953,68069,68002,67170,1850,951,899,0.0135
충북 제천,2016,0~4세,4863,2487,2376,2481,2365,17,6,11,0.0035
충북 제천,2016,5~9세,5298,2662,2636,2656,2629,13,6,7,0.0025
충북 제천,2016,10~14세,5717,2987,2730,2983,2724,10,4,6,0.0017
충북 제천,2016,15~19세,9298,4894,4404,4856,4379,63,38,25,0.0068
충북 제천,2016,20~24세,11318,6325,4993,6155,4835,328,170,158,0.029
충북 제천,2016,25~29세,6687,3676,3011,3496,2858,333,180,153,0.0498
충북 제천,2016,30~34세,6936,3673,3263,3544,3132,260,129,131,0.0375
충북 제천,2016,35~39세,7844,4050,3794,3963,3716,165,87,78,0.021
충북 제천,2016,40~44세,9389,4773,4616,4700,4548,141,73,68,0.015
충북 제천,2016,45~49세,11441,5944,5497,5871,5437,133,73,60,0.0116
충북 제천,2016,50~54세,11167,5673,5494,5612,5429,126,61,65,0.0113
충북 제천,2016,55~59세,13052,6562,6490,6509,6430,113,53,60,0.0087
충북 제천,2016,60~64세,10424,5281,5143,5243,5107,74,38,36,0.0071
충북 제천,2016,65~69세,6717,3244,3473,3225,3450,42,19,23,0.0063
충북 제천,2016,70~74세,6208,2825,3383,2820,3375,13,5,8,0.0021
충북 제천,2016,75~79세,5438,2237,3201,2235,3197,6,2,4,0.0011
충북 제천,2016,80~84세,3258,1168,2090,1163,2087,8,5,3,0.0025
충북 제천,2016,85세이상,1967,492,1475,490,1472,5,2,3,0.0025
충북 제천,2016,85~89세,1382,370,1012,369,1009,4,1,3,0.0029
충북 제천,2016,90~94세,459,102,357,101,357,1,1,0,0.0022
충북 제천,2016,95~99세,113,18,95,18,95,0,0,0,0
충북 제천,2016,100세이상,13,0,11,0,11,0,0,0,0
충북 제천,2016,15세미만,15878,8136,7742,8120,7718,40,16,24,0.0025
충북 제천,2016,15~64세,97556,50851,46705,49949,45871,1736,902,834,0.0178
충북 제천,2016,65세이상,23588,9966,13622,9933,13581,74,33,41,0.0031
충북 제천,2016,평균연령,43.4,42,44.9,42,45,-0.1,0,-0.1,-0.0023
충북 제천,2016,중위연령,45.5,44,47.1,44.2,47.3,-0.4,-0.2,-0.2,-0.0088
충북 청주,2016,합계,840338,421930,418408,413781,411793,14764,8149,6615,0.0176
충북 청주,2016,0~4세,41540,21180,20360,21045,20238,257,135,122,0.0062
충북 청주,2016,5~9세,42617,21942,20675,21837,20583,197,105,92,0.0046
충북 청주,2016,10~14세,41834,21811,20023,21750,19945,139,61,78,0.0033
충북 청주,2016,15~19세,57435,29787,27648,29657,27495,283,130,153,0.0049
충북 청주,2016,20~24세,65736,35095,30641,33984,29732,2020,1111,909,0.0307
충북 청주,2016,25~29세,56624,30484,26140,28978,25021,2625,1506,1119,0.0464
충북 청주,2016,30~34세,62589,32393,30196,31126,29295,2168,1267,901,0.0346
충북 청주,2016,35~39세,66488,34205,32283,33225,31682,1581,980,601,0.0238
충북 청주,2016,40~44세,68614,34489,34125,33796,33580,1238,693,545,0.018
충북 청주,2016,45~49세,74156,36888,37268,36220,36721,1215,668,547,0.0164
충북 청주,2016,50~54세,65090,33038,32052,32466,31436,1188,572,616,0.0183
충북 청주,2016,55~59세,63423,31559,31864,31141,31429,853,418,435,0.0134
충북 청주,2016,60~64세,43817,21721,22096,21422,21844,551,299,252,0.0126
충북 청주,2016,65~69세,27948,13444,14504,13324,14376,248,120,128,0.0089
충북 청주,2016,70~74세,23058,10295,12763,10253,12715,90,42,48,0.0039
충북 청주,2016,75~79세,18966,7575,11391,7557,11351,58,18,40,0.0031
충북 청주,2016,80~84세,12661,4224,8437,4209,8424,28,15,13,0.0022
충북 청주,2016,85세이상,7742,1800,5942,1791,5926,25,9,16,0.0032
충북 청주,2016,85~89세,5529,1370,4159,1365,4151,13,5,8,0.0024
충북 청주,2016,90~94세,1780,369,1411,366,1404,10,3,7,0.0056
충북 청주,2016,95~99세,385,56,329,55,329,1,1,0,0.0026
충북 청주,2016,100세이상,48,5,43,5,42,1,0,1,0.0208
충북 청주,2016,15세미만,125991,64933,61058,64632,60766,593,301,292,0.0047
충북 청주,2016,15~64세,623972,319659,304313,312015,298235,13722,7644,6078,0.022
충북 청주,2016,65세이상,90375,37338,53037,37134,52792,449,204,245,0.005
충북 청주,2016,평균연령,38.7,37.6,39.8,37.6,39.9,-0.1,0,-0.1,-0.0026
충북 청주,2016,중위연령,38.9,37.6,40.2,37.7,40.3,-0.2,-0.1,-0.1,-0.0051
충청남도,2016,합계,2132566,1091091,1041475,1043049,1011984,77533,48042,29491,0.0364
충청남도,2016,0~4세,95828,48964,46864,48428,46377,1023,536,487,0.0107
충청남도,2016,5~9세,100534,52093,48441,51766,48143,625,327,298,0.0062
충청남도,2016,10~14세,96299,49907,46392,49750,46224,325,157,168,0.0034
충청남도,2016,15~19세,133487,69607,63880,69012,63125,1350,595,755,0.0101
충청남도,2016,20~24세,149280,79892,69388,74262,65130,9888,5630,4258,0.0662
충청남도,2016,25~29세,128291,71924,56367,62541,51503,14247,9383,4864,0.1111
충청남도,2016,30~34세,147304,81133,66171,72301,62022,12981,8832,4149,0.0881
충청남도,2016,35~39세,161684,87950,73734,81350,70935,9399,6600,2799,0.0581
충청남도,2016,40~44세,162513,87050,75463,82237,73048,7228,4813,2415,0.0445
충청남도,2016,45~49세,172448,91787,80661,87859,78002,6587,3928,2659,0.0382
충청남도,2016,50~54세,157710,83553,74157,80467,71529,5714,3086,2628,0.0362
충청남도,2016,55~59세,162864,83190,79674,81273,77960,3631,1917,1714,0.0223
충청남도,2016,60~64세,123639,61406,62233,60055,60963,2621,1351,1270,0.0212
충청남도,2016,65~69세,97199,47424,49775,46882,49279,1038,542,496,0.0107
충청남도,2016,70~74세,80326,36022,44304,35847,44080,399,175,224,0.005
충청남도,2016,75~79세,75162,30332,44830,30228,44655,279,104,175,0.0037
충청남도,2016,80~84세,55141,19971,35170,19930,35091,120,41,79,0.0022
충청남도,2016,85세이상,32857,8886,23971,8861,23918,78,25,53,0.0024
충청남도,2016,85~89세,23443,6763,16680,6748,16648,47,15,32,0.002
충청남도,2016,90~94세,7588,1785,5803,1781,5788,19,4,15,0.0025
충청남도,2016,95~99세,1627,321,1306,315,1302,10,6,4,0.0061
충청남도,2016,100세이상,199,17,182,17,180,2,0,2,0.0101
충청남도,2016,15세미만,292661,150964,141697,149944,140744,1973,1020,953,0.0067
충청남도,2016,15~64세,1499220,797492,701728,751357,674217,73646,46135,27511,0.0491
충청남도,2016,65세이상,340685,142635,198050,141748,197023,1914,887,1027,0.0056
충청남도,2016,평균연령,41.5,40.1,42.9,40.2,43.1,-0.3,-0.1,-0.2,-0.0072
충청남도,2016,중위연령,41.7,40.3,43.3,40.8,43.6,-0.8,-0.5,-0.3,-0.0192
충남 천안,2016,합계,638752,327305,311447,312976,302214,23562,14329,9233,0.0369
충남 천안,2016,0~4세,32694,16676,16018,16465,15832,397,211,186,0.0121
충남 천안,2016,5~9세,32928,17037,15891,16908,15788,232,129,103,0.007
충남 천안,2016,10~14세,31874,16645,15229,16590,15171,113,55,58,0.0035
충남 천안,2016,15~19세,44812,23090,21722,22837,21405,570,253,317,0.0127
충남 천안,2016,20~24세,53975,27763,26212,26235,25127,2613,1528,1085,0.0484
충남 천안,2016,25~29세,46418,24852,21566,22182,20159,4077,2670,1407,0.0878
충남 천안,2016,30~34세,53714,28934,24780,26454,23549,3711,2480,1231,0.0691
충남 천안,2016,35~39세,55674,29927,25747,28073,24878,2723,1854,869,0.0489
충남 천안,2016,40~44세,54314,27883,26431,26453,25637,2224,1430,794,0.0409
충남 천안,2016,45~49세,56644,29000,27644,27740,26782,2122,1260,862,0.0375
충남 천안,2016,50~54세,48355,25334,23021,24287,22107,1961,1047,914,0.0406
충남 천안,2016,55~59세,42963,22394,20569,21751,19971,1241,643,598,0.0289
